duration_us,draw_id,image_q,truth_eta,truth_rho_y,truth_condensate_atoms,truth_radius_y_um,whole_image_template_snr,scattered_photons_per_atom_per_pulse,deposited_energy_per_pulse_j,cumulative_deposited_energy_before_image_j,selected_start_id,converged_start_count,optimizer_failure,residual_failure,eta_hat,rho_y_hat,y0_hat_um,eta_error,rho_y_error,eta_conditional_sd,rho_y_conditional_sd,eta_supported,rho_y_supported,eta_support_reason,rho_y_support_reason,active_physical_bounds,active_nuisance_bounds,raw_objective,reduced_raw_objective,maximum_absolute_whitened_residual
25,0,11,0.9714886009770195,0.9942315507810776,49255.53553832508,14.56769610212838,26.78769502968941,0.0008372038653321885,1.8030554660317844e-27,1.803055466031785e-26,1,5,false,false,1.0481851205246921,1.0353003030977217,0.09238359351423639,0.07669651954767265,0.041068752316644086,0.04258394683689969,0.03603450700994066,true,true,supported,supported,0,1,7161.36808892559,0.9888660713788443,3.5896053539270882
25,0,12,0.9686548339841495,0.9936508390365448,49111.86044971954,14.55918738782471,26.73411887424784,0.0008372038653321885,1.8030554660317844e-27,1.983361012634963e-26,1,5,false,false,0.9647309063323856,1.0004039743933542,-0.010072626529643542,-0.00392392765176397,0.0067531353568093255,0.041188095882250114,0.03678423258748258,true,true,supported,supported,0,1,7096.254440695817,0.979874957290226,3.424962636982999
25,0,13,0.9658239847963672,0.9930693868714041,48968.333297026016,14.550667824717868,26.680518351840583,0.0008372038653321885,1.8030554660317844e-27,2.1636665592381415e-26,1,5,false,false,0.9543023769133175,0.9857775443397035,-0.22345680889163275,-0.011521607883049678,-0.007291842531700565,0.04088540561012464,0.03640731178438378,true,true,supported,supported,0,1,7131.399522492036,0.9847279097613969,3.420006091430742
25,0,14,0.9629963658373403,0.9924872319228273,48824.96992046645,14.542137964275845,26.62689920098818,0.0008372038653321885,1.8030554660317844e-27,2.3439721058413202e-26,0,5,false,false,0.9806160042892613,0.9562616933820726,0.2991665470203682,0.01761963845192105,-0.03622553854075472,0.04041397013231775,0.034026581853758876,true,true,supported,supported,0,1,7016.15060675761,0.9688139473567536,3.7701582698465663
25,0,15,0.9601719341388688,0.9919043651751839,48681.76814150608,14.533597674399674,26.57325993955727,0.0008372038653321885,1.8030554660317844e-27,2.524277652444499e-26,1,5,false,false,0.9229005301940579,0.9366384411490657,-0.011473692066505115,-0.03727140394481088,-0.055265924026118185,0.039573184099082385,0.03476835493325871,true,true,supported,supported,0,1,7060.056136798548,0.9748765723278857,3.645197225481061
25,1,1,1.0,1.0,50701.094679638154,14.652216669933539,27.322328544710132,0.0008372038653321885,1.8030554660317844e-27,0.0,1,5,false,false,1.0469297998116274,1.0268656305604955,-0.02115335730029177,0.04692979981162737,0.026865630560495513,0.04230004338757462,0.03562196261787119,true,true,supported,supported,0,2,7308.288540930924,1.0091533472702188,4.9597340472622085
25,1,2,0.9971346149712348,0.9994262568911194,50555.816522001114,14.64381006158934,27.268955979031634,0.0008372038653321885,1.8030554660317844e-27,1.8030554660317844e-27,1,5,false,false,1.0241482979177479,1.0373726189185708,0.3008864790708828,0.027013682946513073,0.037946362027451386,0.042504246925007434,0.036932923062665386,true,true,supported,supported,0,2,7326.1544036512005,1.0116203263809997,4.026878595654323
25,1,3,0.9942724016468425,0.9988518368892408,50410.699173247776,14.63539353526227,27.21556412327189,0.0008372038653321885,1.8030554660317844e-27,3.606110932063569e-27,3,5,false,false,1.0263303176123133,1.0351975482884066,0.6260613527122743,0.03205791596547081,0.03634571139916576,0.04240419240365035,0.036681865762276396,true,true,supported,supported,0,2,7322.4866141839675,1.011113865532169,3.9336640619704233
25,1,4,0.991413357957173,0.9982767289308474,50265.74252844462,14.626966928847287,27.16215226874793,0.0008372038653321885,1.8030554660317844e-27,5.409166398095354e-27,1,5,false,false,0.973429871206607,1.0045472034286924,0.003664988504110565,-0.017983486750566047,0.006270474497845013,0.041499635899460034,0.0368633745525149,true,true,supported,supported,0,2,7282.516413472951,1.0055946442243788,3.9554498021475726
25,1,5,0.9885574807782154,0.9977009403521463,50120.94642920087,14.618530349836087,27.10871954801036,0.0008372038653321885,1.8030554660317844e-27,7.212221864127138e-27,2,5,false,false,0.9893601035292486,0.986332096523526,-0.15902360975471364,0.0008026227510332662,-0.011368843828620245,0.041207235076833194,0.03536897938412675,true,true,supported,supported,0,2,7276.575337183855,1.0047742801966106,4.260453271855934
25,1,6,0.985704767641377,0.9971244699758168,49976.310750356184,14.610083780978309,27.05526576827082,0.0008372038653321885,1.8030554660317844e-27,9.015277330158925e-27,3,5,false,false,0.9855782662740104,0.9663017452815801,-1.04656421281314,-0.0001265013673666937,-0.030822724694236747,0.04074068564929917,0.03444486812534379,true,true,supported,supported,0,2,7388.9917664311215,1.0202971232299256,4.221922447360893
