observable,quantity,draw_index,native_value,reporting_scale_value
sigma_z_um,q1,34,1.5998078445705246,1.9618790743414276
sigma_z_um,q1,35,1.3998561409433159,1.6542610687611066
sigma_z_um,q1,36,1.6049320274137509,1.9697624325617757
sigma_z_um,q1,37,1.6763926213355462,2.0797018078260763
sigma_z_um,q1,38,1.5661728819420864,1.9101329779899843
sigma_z_um,q1,39,1.5563062186264454,1.8949534959659211
sigma_z_um,q1,40,1.6057826786334148,1.9710711267458743
sigma_z_um,q1,41,1.322999594727998,1.5360202284298483
sigma_z_um,q1,42,1.5323443334438576,1.8580890572234785
sigma_z_um,q1,43,1.4335077368095481,1.7060327547091563
sigma_z_um,q1,44,1.506199180892895,1.8178657456066127
sigma_z_um,q1,45,1.5852411858946456,1.9394688302246907
sigma_z_um,q1,46,1.5371937303194603,1.8655496678013288
sigma_z_um,q1,47,1.4784019879776107,1.7751008334292524
sigma_z_um,q1,48,1.4269113539582028,1.6958844733993941
sigma_z_um,q1,49,1.5718623116841928,1.918885946823994
sigma_z_um,q1,50,1.6610772451428515,2.0561396906065461
sigma_z_um,q1,51,1.6731324924738837,2.0746862249619804
sigma_z_um,q1,52,1.5787034675191807,1.9294108019547447
sigma_z_um,q1,53,1.5246369685376617,1.8462315727524079
sigma_z_um,q1,54,1.3673816894539375,1.6043003741620629
sigma_z_um,q1,55,1.5015422247615882,1.8107011977122947
sigma_z_um,q1,56,1.4770162429498486,1.7729689180019261
sigma_z_um,q1,57,1.7026844666961967,2.1201508006886156
sigma_z_um,q1,58,1.4839133196173397,1.7835798051826817
sigma_z_um,q1,59,1.4171808395181695,1.6809144511839584
sigma_z_um,q1,60,1.419400471888866,1.684329270215799
sigma_z_um,q1,61,1.6269613691622371,2.0036537275594468
sigma_z_um,q1,62,1.5285398766065565,1.8522360467045538
sigma_z_um,q1,63,1.4938473438471362,1.7988629193823686
sigma_z_um,q2,0,1.436869382978669,1.7201496365743489
sigma_z_um,q2,1,1.6492992767440249,2.0469648577518198
sigma_z_um,q2,2,1.6468021992833346,2.0431232001199886
sigma_z_um,q2,3,1.602244029089642,1.9745721690527691
sigma_z_um,q2,4,1.5157933281147595,1.841571090629873
sigma_z_um,q2,5,1.7369726398905099,2.1818469549002582
sigma_z_um,q2,6,1.6944734978698093,2.1164636594837956
sigma_z_um,q2,7,1.5626626515977398,1.9136777421421503
sigma_z_um,q2,8,1.4364443847815935,1.719495793194233
sigma_z_um,q2,9,1.6828468134998362,2.09857645276076
sigma_z_um,q2,10,1.6976349552688095,2.1213274400976418
sigma_z_um,q2,11,1.4742202730720915,1.7776125444103836
sigma_z_um,q2,12,1.5271377871842031,1.859024104582863
sigma_z_um,q2,13,1.704629637009953,2.1320884889301706
sigma_z_um,q2,14,1.4813282927020408,1.7885479592256903
sigma_z_um,q2,15,1.5699515770476944,1.9248914736036189
sigma_z_um,q2,16,1.6680446629943342,2.075803913521526
sigma_z_um,q2,17,1.7695759140183358,2.2320058381738366
sigma_z_um,q2,18,1.6144878558541287,1.9934088256135178
sigma_z_um,q2,19,1.6254115484490608,2.010214506528798
sigma_z_um,q2,20,1.5452672408722028,1.8869155717951702
sigma_z_um,q2,21,1.5589698286666751,1.9079964760943584
sigma_z_um,q2,22,1.7478333197687381,2.1985556931744554
sigma_z_um,q2,23,1.5421938997731148,1.8821873547196504
sigma_z_um,q2,24,1.5589385075673172,1.9079482897876541
sigma_z_um,q2,25,1.6321892424775761,2.0206417281111291
sigma_z_um,q2,26,1.4566619373828771,1.7505997202731307
sigma_z_um,q2,27,1.5046122713274193,1.8243694648031956
sigma_z_um,q2,28,1.673436152008412,2.0840985120047231
sigma_z_um,q2,29,1.6665851125940283,2.0735584513672096
sigma_z_um,q2,30,1.5617345816414352,1.9122499422093739
sigma_z_um,q2,31,1.5261131605095779,1.8574477558526703
sigma_z_um,q2,32,1.5049182765600204,1.8248402420841203
sigma_z_um,q2,33,1.6321589870950339,2.0205951813687566
sigma_z_um,q2,34,1.3719211549727111,1.6202292857959522
sigma_z_um,q2,35,1.3872433918852054,1.6438019579690204
sigma_z_um,q2,36,1.5349460152954475,1.8710367632155467
sigma_z_um,q2,37,1.5277720920379465,1.8599999582040068
sigma_z_um,q2,38,1.7292196883443758,2.1699193371369749
sigma_z_um,q2,39,1.6414320257236212,2.0348613946435061
sigma_z_um,q2,40,1.4080280970526937,1.6757784274574641
sigma_z_um,q2,41,1.5169185040827458,1.843302130580621
sigma_z_um,q2,42,1.6890492223612319,2.1081186202398303
sigma_z_um,q2,43,1.7780812896422546,2.2450910314414037
sigma_z_um,q2,44,1.6054220676045854,1.9794614590757589
sigma_z_um,q2,45,1.6053872796279895,1.9794079391117652
sigma_z_um,q2,46,1.4534756968920566,1.7456978118257145
sigma_z_um,q2,47,1.667110085145405,2.0743661014462504
sigma_z_um,q2,48,1.3796615902746816,1.6321376477989837
sigma_z_um,q2,49,1.701423308491834,2.1271556758253722
sigma_z_um,q2,50,1.7970563129292365,2.2742833749598375
sigma_z_um,q2,51,1.4824256666921651,1.7902362269028047
sigma_z_um,q2,52,1.384220964928828,1.6391520703438243
sigma_z_um,q2,53,1.5860570876248989,1.9496691821839336
sigma_z_um,q2,54,1.5295204982569963,1.8626898139256218
sigma_z_um,q2,55,1.5902921319751351,1.9561846350304506
sigma_z_um,q2,56,1.5778750797705752,1.9370814777926662
sigma_z_um,q2,57,1.4106625721192667,1.6798314660214224
sigma_z_um,q2,58,1.5495566576517383,1.8935146745329172
sigma_z_um,q2,59,1.7207964533309603,2.1569605140394126
sigma_z_um,q2,60,1.6143018499867907,1.9931226627406902
sigma_z_um,q2,61,1.5649135214852485,1.9171406188921636
sigma_z_um,q2,62,1.5647499846848945,1.9168890238146958
sigma_z_um,q2,63,1.7490534626582499,2.2004328360813967
sigma_z_um,delta_21,0,-0.14106063752279585,-0.20807124689160203
sigma_z_um,delta_21,1,0.21509316526597222,0.33985768047573345
sigma_z_um,delta_21,2,0.23081454303224058,0.36404441550076166
sigma_z_um,delta_21,3,0.17059281880453336,0.27139560899659676
sigma_z_um,delta_21,4,-0.050090253350428382,-0.068116809703344397
sigma_z_um,delta_21,5,0.12739076322857845,0.20493090811051226
sigma_z_um,delta_21,6,0.13301392056764572,0.21358191940138496
sigma_z_um,delta_21,7,0.11055087965015353,0.17902339491293545
sigma_z_um,delta_21,8,-0.0064295252274324532,-0.00094645874488912939
sigma_z_um,delta_21,9,0.43198289712409488,0.67353419102669132
sigma_z_um,delta_21,10,0.27594876800669632,0.43348168469223203
sigma_z_um,delta_21,11,-0.064915433832402281,-0.090924779675611939
sigma_z_um,delta_21,12,0.036024293002364205,0.064367107762490341
sigma_z_um,delta_21,13,0.36361766105469218,0.56835690476607181
sigma_z_um,delta_21,14,-0.11487571484709824,-0.16778675046745187
sigma_z_um,delta_21,15,0.14903366743703073,0.23822768381582343
sigma_z_um,delta_21,16,0.20419101420717634,0.32308514038527825
sigma_z_um,delta_21,17,0.35193667864982592,0.55038616260473916
sigma_z_um,delta_21,18,0.1775902829800251,0.28216093849735324
sigma_z_um,delta_21,19,0.060957023572268731,0.10272515479311269
sigma_z_um,delta_21,20,0.254798315334817,0.40094252673549463
sigma_z_um,delta_21,21,0.41046730667429898,0.64043328264238997
sigma_z_um,delta_21,22,0.30826486163669364,0.48319875181530486
sigma_z_um,delta_21,23,0.13423452739169006,0.21545977605376088
sigma_z_um,delta_21,24,0.28322727481153964,0.44467938746891406
sigma_z_um,delta_21,25,0.26742408825185349,0.42036679276170463
sigma_z_um,delta_21,26,-0.10117041253586279,-0.1467016699886281
sigma_z_um,delta_21,27,0.013719348772158524,0.030051808946789296
sigma_z_um,delta_21,28,0.46341176297113185,0.72188629232982515
sigma_z_um,delta_21,29,0.051693059672601072,0.088472902639777834
sigma_z_um,delta_21,30,0.10738285541088821,0.17414951146791188
sigma_z_um,delta_21,31,-0.0064095713750198513,-0.00091576051040820339
sigma_z_um,delta_21,32,-0.20297685939856236,-0.30332697285431975
sigma_z_um,delta_21,33,0.41750014646403621,0.65125303616506269
sigma_z_um,delta_21,34,-0.22788668959781355,-0.3416497885454754
sigma_z_um,delta_21,35,-0.012612749058110495,-0.010459110792086116
sigma_z_um,delta_21,36,-0.069986012118303353,-0.098725669346228978
sigma_z_um,delta_21,37,-0.14862052929759972,-0.21970184962206954
sigma_z_um,delta_21,38,0.16304680640228941,0.25978635914699066
sigma_z_um,delta_21,39,0.085125807097175876,0.13990789867758521
sigma_z_um,delta_21,40,-0.19775458158072112,-0.29529269928841018
sigma_z_um,delta_21,41,0.19391890935474776,0.30728190215077272
sigma_z_um,delta_21,42,0.15670488891737433,0.25002956301635204
sigma_z_um,delta_21,43,0.34457355283270652,0.53905827673224771
sigma_z_um,delta_21,44,0.099222886711690439,0.16159571346914609
sigma_z_um,delta_21,45,0.020146093733343973,0.039939108887074602
sigma_z_um,delta_21,46,-0.083718033427403693,-0.11985185597561411
sigma_z_um,delta_21,47,0.18870809716779435,0.29926526801699826
sigma_z_um,delta_21,48,-0.047249763683521184,-0.063746825600410256
sigma_z_um,delta_21,49,0.12956099680764122,0.20826972900137805
sigma_z_um,delta_21,50,0.13597906778638502,0.21814368435329159
sigma_z_um,delta_21,51,-0.1907068257817186,-0.28444999805917548
sigma_z_um,delta_21,52,-0.19448250259035271,-0.29025873161092031
sigma_z_um,delta_21,53,0.061420119087237213,0.10343760943152573
sigma_z_um,delta_21,54,0.16213880880305886,0.25838943976355905
sigma_z_um,delta_21,55,0.088749907213546919,0.14548343731815605
sigma_z_um,delta_21,56,0.10085883682072661,0.16411255979074019
sigma_z_um,delta_21,57,-0.29202189457692995,-0.44031933466719297
sigma_z_um,delta_21,58,0.065643338034398591,0.10993486935023555
sigma_z_um,delta_21,59,0.30361561381279079,0.47604606285545431
sigma_z_um,delta_21,60,0.19490137809792474,0.30879339252489113
sigma_z_um,delta_21,61,-0.062047847676988566,-0.086513108667283151
sigma_z_um,delta_21,62,0.03621010807833791,0.064652977110142201
sigma_z_um,delta_21,63,0.25520611881111366,0.40156991669902797
sigma_z_um,ratio_21,0,0.91060399657142788,-0.54071769858870244
sigma_z_um,ratio_21,1,1.1499736778030483,1.1291662228008557
sigma_z_um,ratio_21,2,1.1630060417640469,1.209796293242192
sigma_z_um,ratio_21,3,1.1191580865360078,0.934818901905488
sigma_z_um,ratio_21,4,0.96801150868217212,-0.10328914352257243
sigma_z_um,ratio_21,5,1.0791452519910145,0.67432309655204903
sigma_z_um,ratio_21,6,1.0851856317647766,0.71426077201532434
sigma_z_um,ratio_21,7,1.0761311090412011,0.65431055572533059
sigma_z_um,ratio_21,8,0.99554394518964429,0.097375569273079457
sigma_z_um,ratio_21,9,1.3453476365164678,2.2518852517141879
sigma_z_um,ratio_21,10,1.1940996335753387,1.3985772141504698
sigma_z_um,ratio_21,11,0.95782345017324033,-0.17899290937080065
sigma_z_um,ratio_21,12,1.0241593233130322,0.30013546099437549
sigma_z_um,ratio_21,13,1.2711516881090279,1.8459870942087953
sigma_z_um,ratio_21,14,0.92803193432430864,-0.40507252920017883
sigma_z_um,ratio_21,15,1.1048854873522331,0.8429842027001665
sigma_z_um,ratio_21,16,1.1394886806999827,1.0636303766059787
sigma_z_um,ratio_21,17,1.2482554587016219,1.7159346150589792
sigma_z_um,ratio_21,18,1.1235928616851976,0.96311536733273562
sigma_z_um,ratio_21,19,1.0389637554834452,0.40282238375917795
sigma_z_um,ratio_21,20,1.1974463005598621,1.4186023340013536
sigma_z_um,ratio_21,21,1.3573934743845724,2.3156640760377778
sigma_z_um,ratio_21,22,1.2141369935520065,1.5176444943019318
sigma_z_um,ratio_21,23,1.0953397733093999,0.78089943412771123
sigma_z_um,ratio_21,24,1.2220151924191458,1.5639214846037361
sigma_z_um,ratio_21,25,1.1959487956032788,1.4096487895047678
sigma_z_um,ratio_21,26,0.93505693180582616,-0.35111454351962673
sigma_z_um,ratio_21,27,1.0092021020185975,0.19487015916383868
sigma_z_um,ratio_21,28,1.3829772086989351,2.4492646455530243
sigma_z_um,ratio_21,29,1.0320102260575781,0.35477460068836714
sigma_z_um,ratio_21,30,1.0738355471198207,0.63903142943591795
sigma_z_um,ratio_21,31,0.99581763373445187,0.099342312066440355
sigma_z_um,ratio_21,32,0.88115379268608407,-0.7759457909325338
sigma_z_um,ratio_21,33,1.3437180321736686,2.2432131994543534
sigma_z_um,ratio_21,34,0.8575537116090397,-0.97019296410453237
sigma_z_um,ratio_21,35,0.99098996769081482,0.064570819781527636
sigma_z_um,ratio_21,36,0.95639316125363794,-0.18968527601116092
sigma_z_um,ratio_21,37,0.91134503492433838,-0.53489739612677678
sigma_z_um,ratio_21,38,1.1041052416896071,0.83792969856797506
sigma_z_um,ratio_21,39,1.0546973378878519,0.51036249464656958
sigma_z_um,ratio_21,40,0.87684847756047646,-0.81099090271118512
sigma_z_um,ratio_21,41,1.1465751842460816,1.1079898221139022
sigma_z_um,ratio_21,42,1.1022648013878114,0.82599299108689295
sigma_z_um,ratio_21,43,1.24037090556595,1.6705968708719872
sigma_z_um,ratio_21,44,1.0658763382495466,0.5858012814181941
sigma_z_um,ratio_21,45,1.0127085354030683,0.21968692247997607
sigma_z_um,ratio_21,46,0.94553839781144222,-0.27135691325980799
sigma_z_um,ratio_21,47,1.127643292353752,0.98886207396512737
sigma_z_um,ratio_21,48,0.96688668602120798,-0.11160806556740689
sigma_z_um,ratio_21,49,1.082425156354071,0.69603676466647724
sigma_z_um,ratio_21,50,1.0818619773306755,0.692313081937448
sigma_z_um,ratio_21,51,0.88601809680969101,-0.73655596241958776
sigma_z_um,ratio_21,52,0.87680871893189161,-0.81131533775762676
sigma_z_um,ratio_21,53,1.0402850779265491,0.41191614341068045
sigma_z_um,ratio_21,54,1.1185761152526541,0.93109726385409641
sigma_z_um,ratio_21,55,1.0591058351540121,0.54020722970929613
sigma_z_um,ratio_21,56,1.0682855298999925,0.60195547362178858
sigma_z_um,ratio_21,57,0.82849324094466281,-1.2168633758636038
sigma_z_um,ratio_21,58,1.0442366391396272,0.43904327524476255
sigma_z_um,ratio_21,59,1.2142391467245759,1.5182464672432106
sigma_z_um,ratio_21,60,1.137312465338665,1.0499525223946653
sigma_z_um,ratio_21,61,0.96186274065687338,-0.14888250732516078
sigma_z_um,ratio_21,62,1.0236893447351378,0.29685132389867402
sigma_z_um,ratio_21,63,1.1708381514766268,1.2578193280139436
aspect_ratio_y_over_z,q1,0,7.2342095820457857,-5.4554830565796326
aspect_ratio_y_over_z,q1,1,6.8333446946787477,-5.7681550510933404
aspect_ratio_y_over_z,q1,2,7.9413852926645987,-4.9439328763735482
aspect_ratio_y_over_z,q1,3,7.4836968230215408,-5.269516058202627
aspect_ratio_y_over_z,q1,4,7.4644965028116657,-5.2836060902095587
aspect_ratio_y_over_z,q1,5,7.1910646082035781,-5.4882925408185752
aspect_ratio_y_over_z,q1,6,7.2030100668651098,-5.4791889830359928
aspect_ratio_y_over_z,q1,7,7.288205392837602,-5.4146966728563726
aspect_ratio_y_over_z,q1,8,7.5741075743987807,-5.2036509178819825
aspect_ratio_y_over_z,q1,9,9.245110346945534,-4.1102022240998011
aspect_ratio_y_over_z,q1,10,7.6307637846663487,-5.1627758246533881
aspect_ratio_y_over_z,q1,11,7.2432025763224024,-5.4486690051127065
aspect_ratio_y_over_z,q1,12,7.6205561674640547,-5.1701177334124475
aspect_ratio_y_over_z,q1,13,7.7389796234256751,-5.0855391860796288
aspect_ratio_y_over_z,q1,14,7.3865506287898812,-5.341180834512179
aspect_ratio_y_over_z,q1,15,7.5977432644901839,-5.1865617054233866
aspect_ratio_y_over_z,q1,16,7.3827903448910881,-5.3439737095386635
aspect_ratio_y_over_z,q1,17,7.7141940077117672,-5.1031335825934638
aspect_ratio_y_over_z,q1,18,7.3135423885577433,-5.3956621196764925
aspect_ratio_y_over_z,q1,19,7.6628966354403349,-5.1397279741406967
aspect_ratio_y_over_z,q1,20,8.2836973690933817,-4.7124644670410145
aspect_ratio_y_over_z,q1,21,8.4697398098259598,-4.5906446522810525
aspect_ratio_y_over_z,q1,22,7.4840564071431217,-5.2692525246802502
aspect_ratio_y_over_z,q1,23,7.6159440255700943,-5.1734382788465405
aspect_ratio_y_over_z,q1,24,8.8254745034745437,-4.3649852128095539
aspect_ratio_y_over_z,q1,25,7.9997605474420164,-4.9037627525488041
aspect_ratio_y_over_z,q1,26,6.9170338804743299,-5.701389563481805
aspect_ratio_y_over_z,q1,27,6.7011795196617063,-5.8752773346081408
aspect_ratio_y_over_z,q1,28,8.441853110402846,-4.608733252827764
aspect_ratio_y_over_z,q1,29,7.1497871219010944,-5.5198666764916773
aspect_ratio_y_over_z,q1,30,7.2876980607628656,-5.4150784841872408
aspect_ratio_y_over_z,q1,31,7.4048358233023039,-5.3276201098840437
aspect_ratio_y_over_z,q1,32,6.9602912670886026,-5.6671957218553883
aspect_ratio_y_over_z,q1,33,9.1287621394222676,-4.1796657427831532
aspect_ratio_y_over_z,q1,34,6.9105274162898773,-5.706551248016595
aspect_ratio_y_over_z,q1,35,8.2698242535466875,-4.7216578569518495
aspect_ratio_y_over_z,q1,36,7.3139319660616922,-5.3953699625390845
aspect_ratio_y_over_z,q1,37,6.4408103332511457,-6.0926361536350964
aspect_ratio_y_over_z,q1,38,7.5753747618383427,-5.2027333566779674
aspect_ratio_y_over_z,q1,39,7.4962945204360869,-5.2602909453449271
aspect_ratio_y_over_z,q1,40,6.8457080833134736,-5.758240487803941
aspect_ratio_y_over_z,q1,41,7.7600758028548409,-5.0706081198246089
aspect_ratio_y_over_z,q1,42,7.0578738728006503,-5.5908332058526042
aspect_ratio_y_over_z,q1,43,7.5759072151143769,-5.2023478569304205
aspect_ratio_y_over_z,q1,44,7.1265052278395977,-5.5377560542988844
aspect_ratio_y_over_z,q1,45,6.9241617915643792,-5.6957404450565896
aspect_ratio_y_over_z,q1,46,7.4417680817500766,-5.3003321156303134
aspect_ratio_y_over_z,q1,47,7.0407275677486973,-5.604174154174359
aspect_ratio_y_over_z,q1,48,7.0236677063267088,-5.6174801267385792
aspect_ratio_y_over_z,q1,49,7.296746124075983,-5.4082730195914168
aspect_ratio_y_over_z,q1,50,7.1602367624658108,-5.5118562978342425
aspect_ratio_y_over_z,q1,51,7.2166319071040945,-5.4688262714904008
aspect_ratio_y_over_z,q1,52,7.3080978756751094,-5.3997467704382904
aspect_ratio_y_over_z,q1,53,7.6381873387405159,-5.1574425410204139
aspect_ratio_y_over_z,q1,54,7.2451113684276089,-5.4472237891170741
aspect_ratio_y_over_z,q1,55,7.4378865338040505,-5.3031936837550759
aspect_ratio_y_over_z,q1,56,7.2311136969275465,-5.4578307894169589
aspect_ratio_y_over_z,q1,57,6.4835650666957436,-6.0563477220099644
aspect_ratio_y_over_z,q1,58,7.6160779858394703,-5.1733418048147479
aspect_ratio_y_over_z,q1,59,7.6969992493620563,-5.1153727525500585
aspect_ratio_y_over_z,q1,60,7.7733632120546075,-5.0612246216434968
aspect_ratio_y_over_z,q1,61,5.9515095886737601,-6.525988424065214
aspect_ratio_y_over_z,q1,62,7.1508439910089594,-5.519055980593655
aspect_ratio_y_over_z,q1,63,7.8975701200776669,-4.974278151081938
aspect_ratio_y_over_z,q2,0,7.1843714838723436,-5.4939309586084564
aspect_ratio_y_over_z,q2,1,6.7985108165101042,-5.7967171452795805
aspect_ratio_y_over_z,q2,2,6.5121057782941314,-6.0327875212655604
aspect_ratio_y_over_z,q2,3,6.7530606064155982,-5.8335079968530588
aspect_ratio_y_over_z,q2,4,6.787895476954553,-5.8052879451893959
aspect_ratio_y_over_z,q2,5,6.3618855662540481,-6.1607924948961905
aspect_ratio_y_over_z,q2,6,6.9372445771623008,-5.6859180142436836
aspect_ratio_y_over_z,q2,7,7.6243400700137363,-5.1679260031764205
aspect_ratio_y_over_z,q2,8,7.1533435566594017,-5.5176701254370251
aspect_ratio_y_over_z,q2,9,6.702870659012194,-5.8744243548442752
aspect_ratio_y_over_z,q2,10,6.7705387590782502,-5.8193306341897753
aspect_ratio_y_over_z,q2,11,7.7574036753694573,-5.0730281203020962
aspect_ratio_y_over_z,q2,12,7.0263747290565632,-5.6158976251037807
aspect_ratio_y_over_z,q2,13,7.0219590847374738,-5.6193455774494288
aspect_ratio_y_over_z,q2,14,7.1280845127483632,-5.5370717322506033
aspect_ratio_y_over_z,q2,15,7.5801520880435236,-5.199806526887234
aspect_ratio_y_over_z,q2,16,6.6697106411865166,-5.9016258247980424
aspect_ratio_y_over_z,q2,17,6.3351161585639515,-6.1839200754339414
aspect_ratio_y_over_z,q2,18,6.542501097963461,-6.0072466518239249
aspect_ratio_y_over_z,q2,19,6.5348301413761272,-6.0136812647291569
aspect_ratio_y_over_z,q2,20,6.6136412871316868,-5.9479291764423108
aspect_ratio_y_over_z,q2,21,7.3912325370223027,-5.3382364459155429
aspect_ratio_y_over_z,q2,22,6.7876247199563373,-5.8055067290016815
aspect_ratio_y_over_z,q2,23,7.5968418495102892,-5.1877434937934153
aspect_ratio_y_over_z,q2,24,6.822750139293702,-5.777196435604627
aspect_ratio_y_over_z,q2,25,6.963548873289537,-5.6651602971670867
aspect_ratio_y_over_z,q2,26,7.8586792364312084,-5.0018853757086283
aspect_ratio_y_over_z,q2,27,7.1521086560412677,-5.518617065287013
aspect_ratio_y_over_z,q2,28,6.9126402545656687,-5.7054055839906557
aspect_ratio_y_over_z,q2,29,6.2562791241032905,-6.2526038369920558
aspect_ratio_y_over_z,q2,30,6.5223670187995841,-6.0241518030728134
aspect_ratio_y_over_z,q2,31,7.5075155605951664,-5.2526180016324542
aspect_ratio_y_over_z,q2,32,6.9692892969350089,-5.660640735134721
aspect_ratio_y_over_z,q2,33,7.0919088724872887,-5.5649785132343554
aspect_ratio_y_over_z,q2,34,8.0321515610408838,-4.8821306052757176
aspect_ratio_y_over_z,q2,35,7.795493024809466,-5.0461632275617845
aspect_ratio_y_over_z,q2,36,6.3057778064142864,-6.2093796231192986
aspect_ratio_y_over_z,q2,37,7.8900188150025006,-4.980056013644389
aspect_ratio_y_over_z,q2,38,6.1551247316293223,-6.3420095827380845
aspect_ratio_y_over_z,q2,39,7.4026705037155081,-5.3297552299689039
aspect_ratio_y_over_z,q2,40,6.9544123135789437,-5.6723614016675583
aspect_ratio_y_over_z,q2,41,7.7969147153303471,-5.0451630344458049
aspect_ratio_y_over_z,q2,42,6.2793744621570662,-6.2323936743813055
aspect_ratio_y_over_z,q2,43,6.3253272669825105,-6.1924016534896413
aspect_ratio_y_over_z,q2,44,7.1143026890918968,-5.5476866347835303
aspect_ratio_y_over_z,q2,45,7.6852016443362352,-5.1243170908592761
aspect_ratio_y_over_z,q2,46,7.2497480014734235,-5.4442458284011579
aspect_ratio_y_over_z,q2,47,6.8165459513998057,-5.7821862568710305
aspect_ratio_y_over_z,q2,48,6.8039169436073657,-5.7923573929182179
aspect_ratio_y_over_z,q2,49,5.8712525512300546,-6.6009862636263863
aspect_ratio_y_over_z,q2,50,6.5747678861652741,-5.9802627240838158
aspect_ratio_y_over_z,q2,51,6.9326747984598383,-5.6895322229154592
aspect_ratio_y_over_z,q2,52,6.9559674574308161,-5.6711350259077875
aspect_ratio_y_over_z,q2,53,7.0452183766164209,-5.6012078908554308
aspect_ratio_y_over_z,q2,54,6.9022331316160521,-5.7136693085604495
aspect_ratio_y_over_z,q2,55,6.8363791621636905,-5.7662509805146929
aspect_ratio_y_over_z,q2,56,6.2433411584509511,-6.263958161546169
aspect_ratio_y_over_z,q2,57,7.9119665628602913,-4.9648200277793739
aspect_ratio_y_over_z,q2,58,6.7302532770674235,-5.8520633907742541
aspect_ratio_y_over_z,q2,59,6.6664402477948972,-5.9043158817819892
aspect_ratio_y_over_z,q2,60,6.6968944546344149,-5.8793167357177225
aspect_ratio_y_over_z,q2,61,6.2839864699390446,-6.2283667248262047
aspect_ratio_y_over_z,q2,62,7.0293068020397724,-5.6136093151525506
aspect_ratio_y_over_z,q2,63,6.8019284029092448,-5.7939606417491643
aspect_ratio_y_over_z,delta_21,0,-0.049838098173442091,
aspect_ratio_y_over_z,delta_21,1,-0.034833878168643473,
aspect_ratio_y_over_z,delta_21,2,-1.4292795143704673,
aspect_ratio_y_over_z,delta_21,3,-0.73063621660594258,
aspect_ratio_y_over_z,delta_21,4,-0.67660102585711268,
aspect_ratio_y_over_z,delta_21,5,-0.82917904194952996,
aspect_ratio_y_over_z,delta_21,6,-0.265765489702809,
aspect_ratio_y_over_z,delta_21,7,0.33613467717613421,
aspect_ratio_y_over_z,delta_21,8,-0.42076401773937899,
aspect_ratio_y_over_z,delta_21,9,-2.54223968793334,
aspect_ratio_y_over_z,delta_21,10,-0.86022502558809855,
aspect_ratio_y_over_z,delta_21,11,0.51420109904705491,
aspect_ratio_y_over_z,delta_21,12,-0.59418143840749149,
aspect_ratio_y_over_z,delta_21,13,-0.71702053868820137,
aspect_ratio_y_over_z,delta_21,14,-0.25846611604151803,
aspect_ratio_y_over_z,delta_21,15,-0.017591176446660306,
aspect_ratio_y_over_z,delta_21,16,-0.71307970370457152,
aspect_ratio_y_over_z,delta_21,17,-1.3790778491478157,
aspect_ratio_y_over_z,delta_21,18,-0.77104129059428228,
aspect_ratio_y_over_z,delta_21,19,-1.1280664940642078,
aspect_ratio_y_over_z,delta_21,20,-1.670056081961695,
aspect_ratio_y_over_z,delta_21,21,-1.0785072728036571,
aspect_ratio_y_over_z,delta_21,22,-0.69643168718678439,
aspect_ratio_y_over_z,delta_21,23,-0.019102176059805132,
aspect_ratio_y_over_z,delta_21,24,-2.0027243641808417,
aspect_ratio_y_over_z,delta_21,25,-1.0362116741524794,
aspect_ratio_y_over_z,delta_21,26,0.94164535595687848,
aspect_ratio_y_over_z,delta_21,27,0.45092913637956133,
aspect_ratio_y_over_z,delta_21,28,-1.5292128558371774,
aspect_ratio_y_over_z,delta_21,29,-0.89350799779780399,
aspect_ratio_y_over_z,delta_21,30,-0.7653310419632815,
aspect_ratio_y_over_z,delta_21,31,0.10267973729286251,
aspect_ratio_y_over_z,delta_21,32,0.0089980298464062969,
aspect_ratio_y_over_z,delta_21,33,-2.0368532669349788,
aspect_ratio_y_over_z,delta_21,34,1.1216241447510065,
aspect_ratio_y_over_z,delta_21,35,-0.47433122873722144,
aspect_ratio_y_over_z,delta_21,36,-1.0081541596474057,
aspect_ratio_y_over_z,delta_21,37,1.4492084817513549,
aspect_ratio_y_over_z,delta_21,38,-1.4202500302090204,
aspect_ratio_y_over_z,delta_21,39,-0.093624016720578851,
aspect_ratio_y_over_z,delta_21,40,0.10870423026547016,
aspect_ratio_y_over_z,delta_21,41,0.036838912475506191,
aspect_ratio_y_over_z,delta_21,42,-0.77849941064358408,
aspect_ratio_y_over_z,delta_21,43,-1.2505799481318665,
aspect_ratio_y_over_z,delta_21,44,-0.012202538747700942,
aspect_ratio_y_over_z,delta_21,45,0.76103985277185604,
aspect_ratio_y_over_z,delta_21,46,-0.19202008027665318,
aspect_ratio_y_over_z,delta_21,47,-0.22418161634889167,
aspect_ratio_y_over_z,delta_21,48,-0.21975076271934313,
aspect_ratio_y_over_z,delta_21,49,-1.4254935728459284,
aspect_ratio_y_over_z,delta_21,50,-0.58546887630053668,
aspect_ratio_y_over_z,delta_21,51,-0.28395710864425627,
aspect_ratio_y_over_z,delta_21,52,-0.35213041824429325,
aspect_ratio_y_over_z,delta_21,53,-0.592968962124095,
aspect_ratio_y_over_z,delta_21,54,-0.34287823681155682,
aspect_ratio_y_over_z,delta_21,55,-0.60150737164036006,
aspect_ratio_y_over_z,delta_21,56,-0.98777253847659541,
aspect_ratio_y_over_z,delta_21,57,1.4284014961645477,
aspect_ratio_y_over_z,delta_21,58,-0.88582470877204678,
