method,state,display_label,duration_us,draw_id,eta_hat,eta_truth,d_peak_hat_um,d_peak_truth_um,nu_vp_hat,nu_vp_truth,nuisance_censored,d_peak_supported,nu_vp_supported
dgi,connected_modulated,SSP,25,60,0.7744893588817505,1.0,2.6979686697555,2.751540046488,0.7017464781146727,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,25,61,1.1961302163648606,1.0,2.7343185254455,2.751540046488,0.7014607439484193,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,25,62,1.1383979617540283,1.0,2.7115727464625,2.751540046488,0.6381919931638627,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,25,63,0.9489134207010798,1.0,2.7713637828150004,2.751540046488,0.5770032446545155,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,0,0.8699388433084893,1.0,2.765248435569,2.751540046488,0.6386690685344638,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,1,0.83661378283417,1.0,2.7426747636110003,2.751540046488,0.655623098203175,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,2,0.867652935999431,1.0,2.7632215431039997,2.751540046488,0.6313758218089549,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,3,0.9607196943448856,1.0,2.7824406730165,2.751540046488,0.6149287224973223,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,4,0.8759779957452305,1.0,2.7682173073435,2.751540046488,0.6430482225454743,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,5,0.8379177574741838,1.0,2.7378687979535,2.751540046488,0.7084405030593848,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,6,1.002039287078427,1.0,2.7111979216144997,2.751540046488,0.6426807460429093,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,7,0.9145277902910158,1.0,2.7543212942095,2.751540046488,0.6665362539469668,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,8,1.0131592281495616,1.0,2.698460352983,2.751540046488,0.6716111363602029,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,9,0.8616701087261158,1.0,2.6708300706565,2.751540046488,0.7198650836384914,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,10,1.080314271693935,1.0,2.7571372721225,2.751540046488,0.64345379630343,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,11,1.2211542247311364,1.0,2.7781786008085003,2.751540046488,0.6311296273888675,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,12,0.8013424417170073,1.0,2.7487039236785,2.751540046488,0.679691690081542,0.6494770333465083,True,False,False
dgi,connected_modulated,SSP,50,13,1.0322042276382108,1.0,2.7260054515960004,2.751540046488,0.6504527186007665,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,14,0.9764091521736219,1.0,2.749321222933,2.751540046488,0.5828527902070257,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,15,1.1344865960733488,1.0,2.7649401753495,2.751540046488,0.6485905277394552,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,16,1.3171902472903199,1.0,2.7216610692814998,2.751540046488,0.6660395486975945,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,17,1.1188167505125637,1.0,2.716248671201,2.751540046488,0.6685323850919186,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,18,0.9505967343879282,1.0,2.74942713932,2.751540046488,0.6515302735588879,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,19,1.1099685423482455,1.0,2.7321700794045,2.751540046488,0.5900724545980307,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,20,0.8654436893143168,1.0,2.7844696099835,2.751540046488,0.6352949413075382,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,21,1.1879633325344765,1.0,2.7641676023445,2.751540046488,0.6544983388368787,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,22,0.922826837632925,1.0,2.763791280065,2.751540046488,0.6731648605933537,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,23,1.272218601705689,1.0,2.7378271598439996,2.751540046488,0.6791197547742499,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,24,1.0289703088212667,1.0,2.760230261891,2.751540046488,0.6514357777874615,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,25,1.1231770569656707,1.0,2.762762566067,2.751540046488,0.6195488217674583,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,26,0.8625247449881872,1.0,2.771486141077,2.751540046488,0.6583079654271535,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,27,1.1136573114199897,1.0,2.746754366798,2.751540046488,0.6822971899322772,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,28,1.0065680100700014,1.0,2.7083597547264997,2.751540046488,0.6480024692074363,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,29,1.3150763373707604,1.0,2.7538767326849998,2.751540046488,0.6269293069943991,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,30,1.0747559177034198,1.0,2.7560545418635,2.751540046488,0.628323924912106,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,31,1.0948705065898523,1.0,2.7755905550405,2.751540046488,0.6116206043893728,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,32,0.9858338399925192,1.0,2.7449123165715,2.751540046488,0.6703387678018069,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,33,1.063892846158271,1.0,2.707957822551,2.751540046488,0.6585384053572676,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,34,0.8040719918360707,1.0,2.7408569184865,2.751540046488,0.6835177431723964,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,35,0.8945760211626145,1.0,2.80945585531,2.751540046488,0.6088800948468882,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,36,0.8547389363698812,1.0,2.7334638733275,2.751540046488,0.6958893388608212,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,37,1.0635629461510505,1.0,2.7577846771520003,2.751540046488,0.6383193490320344,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,38,0.8350496497986053,1.0,2.7881520115134997,2.751540046488,0.6580456611399201,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,39,0.7892879096641741,1.0,2.7603912522985,2.751540046488,0.6626137936913035,0.6494770333465083,True,False,False
dgi,connected_modulated,SSP,50,40,1.0962638835292569,1.0,2.7528098118295,2.751540046488,0.6952234034497156,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,41,1.1311893916647726,1.0,2.739880693709,2.751540046488,0.5975923676899371,0.6494770333465083,False,True,True
dgi,connected_modulated,SSP,50,42,0.795578202800753,1.0,2.6752125340074997,2.751540046488,0.7341023868059362,0.6494770333465083,True,False,False
